Milestone ID;Shipment ID;Milestone Sequence;Milestone Type;Planned Datetime;Actual Datetime;Milestone Status;Updated By;Update Notes;Update Timestamp
MS003667;SHP0367;7;Vessel Departure;01/03/24;01/03/24 02.00;Completed;Dimas Saputra;ETD achieved successfully;01/03/24 02.00
MS003668;SHP0367;8;Port Arrival;04/03/24;06/03/24 00.00;Delayed;Cindy Wijaya;VGM submitted successfully;07/03/24 00.00
MS003669;SHP0367;9;Customs Clearance;07/03/24;07/03/24 04.00;Delayed;Fajar Nugroho;Operational update recorded;10/03/24 04.00
MS003670;SHP0367;10;Delivered;08/03/24;08/03/24 00.00;Completed;Budi Santoso;;11/03/24 00.00
MS003671;SHP0368;1;Cargo Ready;20/03/24;20/03/24 00.00;Completed;;Commercial invoice verified;21/03/24 00.00
MS003672;SHP0368;2;Booking Confirmed;23/03/24;23/03/24 12.00;Delayed;Cindy Wijaya;Berthing completed;25/03/24 12.00
MS003673;SHP0368;3;Empty Container Pickup;27/03/24;27/03/24 12.00;Delayed;Kevin Halim;Operational note variation 79;27/03/24 12.00
MS003674;SHP0368;4;Cargo Loading;30/03/24;01/04/24 00.00;Delayed;Sarah Amelia;Operational note variation 79;02/04/24 00.00
MS003675;SHP0368;5;Gate In;01/04/24;01/04/24 00.00;Completed;Kevin Halim;Customer acknowledged receipt;04/04/24 00.00
MS003676;SHP0368;6;Documentation Complete;04/04/24;06/04/24 00.00;Delayed;Maya Putri;Booking reference received;07/04/24 00.00
MS003677;SHP0368;7;Vessel Departure;08/04/24;08/04/24 00.00;Completed;Fajar Nugroho;Shipment arrived as planned;09/04/24 00.00
MS003678;SHP0368;8;Port Arrival;11/04/24;11/04/24 08.00;Completed;Fajar Nugroho;Loading preparation finalized;14/04/24 08.00
MS003679;SHP0368;9;Customs Clearance;15/04/24;15/04/24 04.00;Completed;Indah Permata;Shipping documents verified;27/04/24 04.00
MS003680;SHP0368;10;Delivered;19/04/24;19/04/24 08.00;Delayed;Indah Permata;Berthing completed;20/04/24 08.00
MS003681;SHP0369;1;Cargo Ready;08/05/24;08/05/24 02.00;Completed;Dimas Saputra;Container stuffing completed;09/05/24 02.00
MS003682;SHP0369;2;Booking Confirmed;09/05/24;09/05/24 12.00;Completed;Rizky Kurniawan;Customs declaration completed;09/05/24 12.00
MS003683;SHP0369;3;Empty Container Pickup;13/05/24;13/05/24 00.00;Completed;Kevin Halim;ETA achieved successfully;13/05/24 00.00
MS003684;SHP0369;4;Cargo Loading;17/05/24;17/05/24 12.00;Delayed;Cindy Wijaya;Shipment tracking updated;20/05/24 12.00
MS003685;SHP0369;5;Gate In;21/05/24;21/05/24 12.00;Completed;Maya Putri;Final delivery confirmed;02/06/24 12.00
MS003686;SHP0369;6;Documentation Complete;24/05/24;24/05/24 12.00;Delayed;Kevin Halim;Port arrival confirmed;24/05/24 12.00
MS003687;SHP0369;7;Vessel Departure;25/05/24;25/05/24 12.00;Delayed;Andi Pratama;Cargo cleared for release;26/05/24 12.00
MS003688;SHP0369;8;Port Arrival;26/05/24;26/05/24 12.00;completed;Rizky Kurniawan;ETA achieved successfully;26/05/24 12.00
MS003689;SHP0369;9;Customs Clearance;28/05/24;28/05/24 12.00;Completed;Indah Permata;Customer acknowledged receipt;29/05/24 12.00
MS003690;SHP0369;10;Delivered;31/05/24;31/05/24 00.00;Completed;Dimas Saputra;Arrival notice received;08/06/24 00.00
MS003691;SHP0370;1;Cargo Ready;07/01/24;07/01/24 08.00;completed;Andi Pratama;Depot release completed;10/01/24 08.00
MS003692;SHP0370;2;Booking Confirmed;08/01/24;08/01/24 08.00;Delayed;Indah Permata;Container sealed after loading;09/01/24 08.00
MS003693;SHP0370;3;Empty Container Pickup;10/01/24;10/01/24 12.00;Completed;Budi Santoso;Final milestone completed;13/01/24 12.00
MS003694;SHP0370;4;Cargo Loading;11/01/24;11/01/24 00.00;Completed;;Terminal discharge completed;14/01/24 00.00
MS003695;SHP0370;5;Gate In;15/01/24;15/01/24 00.00;Completed;Andi Pratama;VGM submitted successfully;16/01/24 00.00
MS003696;SHP0370;6;Documentation Complete;16/01/24;16/01/24 12.00;Completed;;Final delivery confirmed;18/01/24 12.00
MS003697;SHP0370;7;Vessel Departure;19/01/24;19/01/24 02.00;Completed;Jessica Putri;Container received for loading;21/01/24 02.00
MS003698;SHP0370;8;Port Arrival;23/01/24;23/01/24 12.00;Completed;Kevin Halim;Customs review finalized;24/01/24 12.00
MS003699;SHP0370;9;Customs Clearance;25/01/24;25/01/24 08.00;Completed;Andi Pratama;Customer confirmed cargo readiness;26/01/24 08.00
MS003700;SHP0370;10;Delivered;26/01/24;26/01/24 00.00;Completed;Fajar Nugroho;Cargo inspection completed;29/01/24 00.00
MS003701;SHP0371;1;Cargo Ready;02/03/24;02/03/24 12.00;Delayed;Kevin Halim;Loading preparation finalized;03/03/24 12.00
MS003702;SHP0371;2;Booking Confirmed;06/03/24;06/03/24 08.00;Delayed;Fajar Nugroho;Transit milestone verified;09/03/24 08.00
MS003703;SHP0371;3;Empty Container Pickup;10/03/24;12/03/24 00.00;Delayed;Maya Putri;Vessel left origin port;21/03/24 00.00
MS003704;SHP0371;4;Cargo Loading;11/03/24;12/03/24 00.00;Delayed;Cindy Wijaya;Container stuffing completed;13/03/24 00.00
MS003705;SHP0371;5;Gate In;13/03/24;15/03/24 00.00;delayed;Cindy Wijaya;Carrier booking validated;16/03/24 00.00
MS003706;SHP0371;6;Documentation Complete;14/03/24;15/03/24 04.00;Delayed;Dimas Saputra;AFR submitted successfully;15/03/24 04.00
MS003707;SHP0371;7;Vessel Departure;17/03/24;17/03/24 12.00;Completed;Cindy Wijaya;Loading operation finalized;17/03/24 12.00
MS003708;SHP0371;8;Port Arrival;18/03/24;18/03/24 00.00;Completed;Fajar Nugroho;Vessel allocation confirmed;21/03/24 00.00
MS003709;SHP0371;9;Customs Clearance;19/03/24;19/03/24 12.00;Completed;Andi Pratama;Arrival notice received;19/03/24 12.00
MS003710;SHP0371;10;Delivered;23/03/24;23/03/24 12.00;Delayed;Andi Pratama;Customs declaration completed;23/03/24 12.00
MS003711;SHP0372;1;Cargo Ready;16/03/24;16/03/24 12.00;Completed;Indah Permata;Customs declaration completed;17/03/24 12.00
MS003712;SHP0372;2;Booking Confirmed;20/03/24;20/03/24 02.00;Completed;Dimas Saputra;Port arrival confirmed;22/03/24 02.00
MS003713;SHP0372;3;Empty Container Pickup;21/03/24;21/03/24 00.00;Completed;Michael Gunawan;Shipment tracking updated;21/03/24 00.00
MS003714;SHP0372;4;Cargo Loading;23/03/24;25/03/24 00.00;Delayed;Rafi Kurnia;Final delivery confirmed;25/03/24 00.00
MS003715;SHP0372;5;Gate In;26/03/24;26/03/24 12.00;Delayed;;Departure confirmation received;26/03/24 12.00
MS003716;SHP0372;6;Documentation Complete;27/03/24;27/03/24 02.00;Delayed;Dimas Saputra;Container ready for gate in;05/04/24 02.00
MS003717;SHP0372;7;Vessel Departure;28/03/24;28/03/24 00.00;Completed;Cindy Wijaya;Documentation review completed;28/03/24 00.00
MS003718;SHP0372;8;Port Arrival;01/04/24;01/04/24 12.00;Delayed;Rizky Kurniawan;Shipment delivered successfully;02/04/24 12.00
MS003719;SHP0372;9;Customs Clearance;02/04/24;02/04/24 12.00;Delayed;Maya Putri;Port entry confirmed;04/04/24 12.00
MS003720;SHP0372;10;Delivered;06/04/24;06/04/24 00.00;Completed;Rizky Kurniawan;Packing list confirmed;08/04/24 00.00
MS003721;SHP0373;1;Cargo Ready;20/01/24;20/01/24 12.00;Delayed;Sarah Amelia;Shipment delivered successfully;21/01/24 12.00
MS003722;SHP0373;2;Booking Confirmed;24/01/24;24/01/24 02.00;Delayed;;Consignee notified of arrival;24/01/24 02.00
MS003723;SHP0373;3;Empty Container Pickup;25/01/24;25/01/24 04.00;completed;Andi Pratama;Sailing schedule confirmed;26/01/24 04.00
MS003724;SHP0373;4;Cargo Loading;29/01/24;31/01/24 00.00;Delayed;Jessica Putri;Gate in completed before cut off;31/01/24 00.00
MS003725;SHP0373;5;Gate In;01/02/24;01/02/24 12.00;Delayed;Kevin Halim;Container gated in successfully;01/02/24 12.00
MS003726;SHP0373;6;Documentation Complete;05/02/24;05/02/24 12.00;Completed;Kevin Halim;Departure confirmation received;07/02/24 12.00
MS003727;SHP0373;7;Vessel Departure;09/02/24;09/02/24 00.00;Completed;Budi Santoso;Container entered terminal yard;11/02/24 00.00
MS003728;SHP0373;8;Port Arrival;10/02/24;10/02/24 12.00;Delayed;Sarah Amelia;ETA achieved successfully;13/02/24 12.00
MS003729;SHP0373;9;Customs Clearance;13/02/24;13/02/24 12.00;delayed;Andi Pratama;Container received for loading;16/02/24 12.00
MS003730;SHP0373;10;Delivered;14/02/24;14/02/24 12.00;Delayed;Indah Permata;AFR submitted successfully;16/02/24 12.00
MS003731;SHP0374;1;Cargo Ready;16/01/24;16/01/24 02.00;Completed;Maya Putri;Customs declaration completed;28/01/24 02.00
MS003732;SHP0374;2;Booking Confirmed;18/01/24;18/01/24 12.00;Delayed;Nadia Prasetyo;Delivery appointment confirmed;
MS003733;SHP0374;3;Empty Container Pickup;21/01/24;21/01/24 12.00;Delayed;Fajar Nugroho;Delivery appointment confirmed;22/01/24 12.00
MS003734;SHP0374;4;Cargo Loading;24/01/24;24/01/24 00.00;Completed;Andi Pratama;Carrier schedule update received;25/01/24 00.00
MS003735;SHP0374;5;Gate In;28/01/24;28/01/24 08.00;Delayed;Cindy Wijaya;Berthing completed;31/01/24 08.00
MS003736;SHP0374;6;Documentation Complete;31/01/24;31/01/24 12.00;Completed;Fajar Nugroho;Carrier allocated vessel space;03/02/24 12.00
MS003737;SHP0374;7;Vessel Departure;03/02/24;03/02/24 12.00;Delayed;Budi Santoso;Customs clearance completed;05/02/24 12.00
MS003738;SHP0374;8;Port Arrival;06/02/24;06/02/24 08.00;Delayed;Andi Pratama;Vessel departed as scheduled;07/02/24 08.00
MS003739;SHP0374;9;Customs Clearance;08/02/24;11/02/24 00.00;Delayed;Fajar Nugroho;;
MS003740;SHP0374;10;Delivered;12/02/24;12/02/24 04.00;Completed;Indah Permata;Delivery completed;13/02/24 04.00
MS003741;SHP0375;1;Cargo Ready;04/01/24;04/01/24 12.00;Delayed;Cindy Wijaya;Awaiting container allocation;05/01/24 12.00
MS003742;SHP0375;2;Booking Confirmed;08/01/24;08/01/24 08.00;Completed;Maya Putri;Release documentation approved;08/01/24 08.00
MS003743;SHP0375;3;Empty Container Pickup;09/01/24;09/01/24 02.00;Completed;Cindy Wijaya;Inspection completed successfully;10/01/24 02.00
MS003744;SHP0375;4;Cargo Loading;10/01/24;10/01/24 00.00;Completed;Budi Santoso;Shipment released by customs;13/01/24 00.00
MS003745;SHP0375;5;Gate In;12/01/24;12/01/24 12.00;Delayed;Budi Santoso;Pickup completed successfully;14/01/24 12.00
MS003746;SHP0375;6;Documentation Complete;15/01/24;15/01/24 12.00;Delayed;Rizky Kurniawan;Container stuffing completed;16/01/24 12.00
MS003747;SHP0375;7;Vessel Departure;19/01/24;19/01/24 08.00;Completed;Fajar Nugroho;Berthing completed;22/01/24 08.00
MS003748;SHP0375;8;Port Arrival;20/01/24;23/01/24 00.00;Delayed;Andi Pratama;;25/01/24 00.00
MS003749;SHP0375;9;Customs Clearance;21/01/24;23/01/24 12.00;Delayed;Daniel Hartono;Cargo loaded successfully;24/01/24 12.00
MS003750;SHP0375;10;Delivered;24/01/24;26/01/24 00.00;Delayed;Dimas Saputra;Sailing schedule confirmed;27/01/24 00.00
MS003751;SHP0376;1;Cargo Ready;30/01/24;30/01/24 04.00;Completed;Dimas Saputra;Shipment closed successfully;30/01/24 04.00
MS003752;SHP0376;2;Booking Confirmed;03/02/24;03/02/24 00.00;Completed;Rafi Kurnia;Final delivery confirmed;11/02/24 00.00
MS003753;SHP0376;3;Empty Container Pickup;07/02/24;07/02/24 02.00;Completed;Daniel Hartono;Operational note variation 79;09/02/24 02.00
MS003754;SHP0376;4;Cargo Loading;11/02/24;11/02/24 12.00;COMPLETED;Jessica Putri;Release order issued;12/02/24 12.00
MS003755;SHP0376;5;Gate In;12/02/24;12/02/24 12.00;Completed;Sarah Amelia;Customs clearance completed;15/02/24 12.00
MS003756;SHP0376;6;Documentation Complete;15/02/24;15/02/24 12.00;Delayed;Dimas Saputra;ETD achieved successfully;17/02/24 12.00
MS003757;SHP0376;7;Vessel Departure;16/02/24;16/02/24 12.00;Delayed;Jessica Putri;Loading operation finalized;16/02/24 12.00
MS003758;SHP0376;8;Port Arrival;19/02/24;19/02/24 12.00;Delayed;Andi Pratama;Shipping documents verified;20/02/24 12.00
MS003759;SHP0376;9;Customs Clearance;22/02/24;22/02/24 04.00;Completed;Kevin Halim;VGM submitted successfully;01/03/24 04.00
MS003760;SHP0376;10;Delivered;24/02/24;24/02/24 12.00;Completed;Maya Putri;Carrier confirmed revised ETA;03/03/24 12.00
MS003761;SHP0377;1;Cargo Ready;13/01/24;13/01/24 12.00;Delayed;Daniel Hartono;Empty container collected from depot;14/01/24 12.00
MS003762;SHP0377;2;Booking Confirmed;14/01/24;14/01/24 00.00;Completed;Budi Santoso;Proof of delivery received;14/01/24 00.00
MS003763;SHP0377;3;Empty Container Pickup;18/01/24;18/01/24 12.00;Completed;Indah Permata;Empty container collected from depot;20/01/24 12.00
MS003764;SHP0377;4;Cargo Loading;22/01/24;22/01/24 12.00;Delayed;Dimas Saputra;Carrier confirmed revised ETA;24/01/24 12.00
MS003765;SHP0377;5;Gate In;23/01/24;23/01/24 12.00;Delayed;Maya Putri;Container stuffing completed;24/01/24 12.00
MS003766;SHP0377;6;Documentation Complete;25/01/24;25/01/24 12.00;Completed;Budi Santoso;Export filing accepted;25/01/24 12.00
MS003767;SHP0377;7;Vessel Departure;28/01/24;28/01/24 08.00;Completed;Indah Permata;Documentation review completed;08/02/24 08.00
MS003768;SHP0377;8;Port Arrival;31/01/24;31/01/24 12.00;COMPLETED;Kevin Halim;Release documentation approved;02/02/24 12.00
MS003769;SHP0377;9;Customs Clearance;04/02/24;04/02/24 12.00;Completed;Maya Putri;Empty container collected from depot;18/02/24 12.00
MS003770;SHP0377;10;Delivered;08/02/24;08/02/24 08.00;Completed;Dimas Saputra;Arrival notice received;11/02/24 08.00
MS003771;SHP0378;1;Cargo Ready;25/06/24;25/06/24 12.00;Completed;Maya Putri;Port arrival confirmed;28/06/24 12.00
MS003772;SHP0378;2;Booking Confirmed;27/06/24;27/06/24 12.00;Completed;Daniel Hartono;Carrier accepted booking request;30/06/24 12.00
MS003773;SHP0378;3;Empty Container Pickup;28/06/24;28/06/24 02.00;Completed;Dimas Saputra;Terminal received container;29/06/24 02.00
MS003774;SHP0378;4;Cargo Loading;01/07/24;01/07/24 12.00;Completed;Indah Permata;AFR submitted successfully;02/07/24 12.00
MS003775;SHP0378;5;Gate In;05/07/24;05/07/24 12.00;Delayed;Andi Pratama;Cargo available for dispatch;06/07/24 12.00
MS003776;SHP0378;6;Documentation Complete;09/07/24;09/07/24 04.00;Completed;Dimas Saputra;Container stuffing completed;11/07/24 04.00
MS003777;SHP0378;7;Vessel Departure;12/07/24;12/07/24 12.00;Delayed;Budi Santoso;Container available for pickup;12/07/24 12.00
MS003778;SHP0378;8;Port Arrival;13/07/24;13/07/24 12.00;Delayed;Sarah Amelia;Awaiting container allocation;15/07/24 12.00
MS003779;SHP0378;9;Customs Clearance;14/07/24;14/07/24 12.00;COMPLETED;Fajar Nugroho;Final delivery confirmed;14/07/24 12.00
MS003780;SHP0378;10;Delivered;16/07/24;16/07/24 04.00;Completed;Cindy Wijaya;Shipment tracking updated;17/07/24 04.00
MS003781;SHP0379;1;Cargo Ready;31/01/24;31/01/24 00.00;Completed;Kevin Halim;Container dispatched to customer site;03/02/24 00.00
MS003782;SHP0379;2;Booking Confirmed;03/02/24;03/02/24 08.00;Completed;;Customs review finalized;03/02/24 08.00
MS003783;SHP0379;3;Empty Container Pickup;04/02/24;04/02/24 00.00;Completed;Nadia Prasetyo;Awaiting container allocation;07/02/24 00.00
MS003784;SHP0379;4;Cargo Loading;07/02/24;09/02/24 00.00;Delayed;Budi Santoso;Carrier confirmed revised ETA;18/02/24 00.00
MS003785;SHP0379;5;Gate In;08/02/24;11/02/24 00.00;Delayed;Maya Putri;Cargo loaded successfully;14/02/24 00.00
MS003786;SHP0379;6;Documentation Complete;09/02/24;11/02/24 12.00;Delayed;Indah Permata;Container accepted by terminal;11/02/24 12.00
MS003787;SHP0379;7;Vessel Departure;12/02/24;12/02/24 12.00;Delayed;Indah Permata;Berthing completed;13/02/24 12.00
MS003788;SHP0379;8;Port Arrival;13/02/24;13/02/24 08.00;Completed;Indah Permata;Release documentation approved;15/02/24 08.00
MS003789;SHP0379;9;Customs Clearance;14/02/24;29/02/24 00.00;Delayed;Sarah Amelia;Carrier accepted booking request;16/02/24 08.00
MS003790;SHP0379;10;Delivered;15/02/24;15/02/24 00.00;Completed;Cindy Wijaya;Vessel allocation confirmed;15/02/24 00.00
MS003791;SHP0380;1;Cargo Ready;23/06/24;23/06/24 08.00;Delayed;Budi Santoso;Carrier booking validated;25/06/24 08.00
MS003792;SHP0380;2;Booking Confirmed;25/06/24;25/06/24 12.00;Completed;Cindy Wijaya;Docs submitted;04/07/24 12.00
MS003793;SHP0380;3;Empty Container Pickup;27/06/24;27/06/24 00.00;Completed;Andi Pratama;ETA achieved successfully;29/06/24 00.00
MS003794;SHP0380;4;Cargo Loading;29/06/24;29/06/24 00.00;Completed;Maya Putri;Container stuffing completed;29/06/24 00.00
MS003795;SHP0380;5;Gate In;02/07/24;02/07/24 00.00;Completed;Budi Santoso;Shipment delivered successfully;05/07/24 00.00
MS003796;SHP0380;6;Documentation Complete;06/07/24;06/07/24 04.00;Delayed;Sarah Amelia;Inspection completed successfully;08/07/24 04.00
MS003797;SHP0380;7;Vessel Departure;07/07/24;07/07/24 08.00;Completed;Cindy Wijaya;Container dispatched to customer site;09/07/24 08.00
MS003798;SHP0380;8;Port Arrival;11/07/24;11/07/24 04.00;Completed;Nadia Prasetyo;Booking reference received;19/07/24 04.00
MS003799;SHP0380;9;Customs Clearance;13/07/24;16/07/24 00.00;Delayed;Fajar Nugroho;Vessel departed as scheduled;19/07/24 00.00
MS003800;SHP0380;10;Delivered;16/07/24;16/07/24 12.00;Delayed;Cindy Wijaya;Operational note variation 79;17/07/24 12.00
MS003801;SHP0381;1;Cargo Ready;02/02/24;02/02/24 00.00;Completed;Dimas Saputra;Carrier schedule update received;02/02/24 00.00
MS003802;SHP0381;2;Booking Confirmed;03/02/24;03/02/24 02.00;Completed;Kevin Halim;Container stuffing completed;04/02/24 02.00
MS003803;SHP0381;3;Empty Container Pickup;06/02/24;06/02/24 00.00;Completed;Rafi Kurnia;Release order issued;17/02/24 00.00
MS003804;SHP0381;4;Cargo Loading;07/02/24;07/02/24 00.00;Completed;Indah Permata;Container accepted by terminal;10/02/24 00.00
MS003805;SHP0381;5;Gate In;08/02/24;08/02/24 02.00;Completed;Dimas Saputra;Cargo ready for pickup;20/02/24 02.00
MS003806;SHP0381;6;Documentation Complete;10/02/24;13/02/24 00.00;Delayed;Dimas Saputra;Depot release completed;15/02/24 00.00
MS003807;SHP0381;7;Vessel Departure;11/02/24;15/02/24 00.00;Delayed;Andi Pratama;Depot release completed;17/02/24 00.00
MS003808;SHP0381;8;Port Arrival;13/02/24;15/02/24 12.00;Delayed;Andi Pratama;Awaiting container allocation;17/02/24 12.00
MS003809;SHP0381;9;Customs Clearance;15/02/24;16/02/24 00.00;Delayed;Fajar Nugroho;Documentation review completed;16/02/24 00.00
MS003810;SHP0381;10;Delivered;16/02/24;16/02/24 00.00;Completed;Maya Putri;Carrier confirmed vessel arrival;18/02/24 00.00
MS003811;SHP0382;1;Cargo Ready;05/07/24;05/07/24 04.00;Delayed;Budi Santoso;Empty container collected from depot;06/07/24 04.00
MS003812;SHP0382;2;Booking Confirmed;09/07/24;09/07/24 12.00;Completed;;Carrier  confirmed vessel arrival;10/07/24 12.00
MS003813;SHP0382;3;Empty Container Pickup;10/07/24;10/07/24 12.00;Completed;Kevin Halim;Packing list confirmed;20/07/24 12.00
MS003814;SHP0382;4;Cargo Loading;13/07/24;13/07/24 12.00;Delayed;Nadia Prasetyo;Container ready for gate in;16/07/24 12.00
MS003815;SHP0382;5;Gate In;16/07/24;16/07/24 12.00;DELAYED;Sarah Amelia;Customs declaration completed;19/07/24 12.00
MS003816;SHP0382;6;Documentation Complete;17/07/24;17/07/24 00.00;Completed;Michael Gunawan;Carrier confirmed vessel departure;19/07/24 00.00
MS003817;SHP0382;7;Vessel Departure;21/07/24;21/07/24 00.00;Completed;;Pickup completed successfully;22/07/24 00.00
MS003818;SHP0382;8;Port Arrival;24/07/24;24/07/24 12.00;Delayed;Sarah Amelia;Operational note variation 79;
MS003819;SHP0382;9;Customs Clearance;25/07/24;25/07/24 12.00;Delayed;Dimas Saputra;Export filing accepted;25/07/24 12.00
MS003820;SHP0382;10;Delivered;28/07/24;28/07/24 00.00;Completed;Daniel Hartono;;28/07/24 00.00
MS003821;SHP0383;1;Cargo Ready;07/01/24;07/01/24 12.00;Delayed;Fajar Nugroho;Awaiting container allocation;21/01/24 12.00
MS003822;SHP0383;2;Booking Confirmed;10/01/24;12/01/24 00.00;Delayed;Andi Pratama;Inspection completed successfully;13/01/24 00.00
MS003823;SHP0383;3;Empty Container Pickup;11/01/24;12/01/24 00.00;Completed;Fajar Nugroho;Export filing accepted;14/01/24 00.00
MS003824;SHP0383;4;Cargo Loading;12/01/24;12/01/24 12.00;Completed;Maya Putri;Shipment released by customs;13/01/24 12.00
MS003825;SHP0383;5;Gate In;13/01/24;13/01/24 12.00;Completed;Rizky Kurniawan;Customs declaration completed ;14/01/24 12.00
MS003826;SHP0383;6;Documentation Complete;16/01/24;16/01/24 00.00;Completed;Andi Pratama;Booking reference received;19/01/24 00.00
MS003827;SHP0383;7;Vessel Departure;18/01/24;18/01/24 02.00;Completed;Dimas Saputra;Operational note variation 79;21/01/24 02.00
MS003828;SHP0383;8;Port Arrival;20/01/24;20/01/24 12.00;Delayed;Rizky Kurniawan;Final milestone completed;20/01/24 12.00
